id,site_id,title,seller_id,category_id,price,initial_quantity,condition,base_price,brand,color,generation,model
MLA1369051919,MLA,Amazon Fire Tv Stick 4k De Voz 3° Gen 8gb Cargador Original!,247639927,MLA352001,109998.0,30,new,109998.0,amazon,,3.ª generación,fire tv stick 4k
MLA1404718091,MLA,Amazon Fire Tv Stick Lite Full Hd 3ra Generacion ,184755281,MLA352001,161752.0,4,new,161752.0,amazon,,2.ª generación,fire tv stick lite-
MLA1174670102,MLA,Amazon Fire Tv Stick 4k De Voz 4k 8gb 1.5gb De Memoria Ram,24528652,MLA352001,101949.0,9,new,101949.0,amazon,,2ª generación,fire tv stick 4k
MLA1473218924,MLA,Amazon Fire Tv Stick Control Voz 3.ª Generación Full Hd 8gb ,272386755,MLA352001,114499.2,10,new,114499.2,amazon,,3.ª generación,fire tv stick
MLA1138176179,MLA,Amazon Fire Tv Stick Lite De Voz Full Hd 8gb Con Fuente,199785787,MLA352001,74000.0,82,new,74000.0,amazon,,2.ª generación,fire tv stick lite
MLA1550316792,MLA,Amazon Fire Tv Stick 4k De Voz 3.ª Generación 4k 8gb Negro ,456970476,MLA352001,93000.0,1,new,93000.0,amazon,,3.ª generación,fire tv stick 4k
MLA1308237521,MLA,Amazon Fire Tv Stick 4k De Voz 4k 8gb Con 1.5gb De Ram,8696870,MLA352001,92000.0,3,new,92000.0,amazon,,3.ª generación,fire tv stick 4k
MLA1142699189,MLA,Amazon Fire Tv Stick Lite De Voz Full Hd 8gb Con 1gb De Ram,160885918,MLA352001,67640.0,9,new,67640.0,amazon,,2.ª generación,fire tv stick lite
MLA1545001880,MLA,Amazon Fire Tv Stick 4k Control De Voz 3.ª Gen 8gb 1.5gb Ram,1312428764,MLA352001,104125.0,24,new,104125.0,amazon,,3.ª generación,fire tv stick 4k
MLA1359581075,MLA,Amazon Fire Tv Stick Lite Hd 8gb Hdr Dolby 1080p Control Voz,37761986,MLA352001,64899.0,22,new,64899.0,amazon,,2.ª generación,fire tv stick lite
MLA1138112896,MLA,Amazon Fire Tv Stick De Voz 4k 8gb Cargador + Cuot.s S/ Int-,247639927,MLA352001,148887.0,33,new,148887.0,amazon,,,fire tv stick 4k
MLA1138087992,MLA,Amazon Fire Tv Stick De Voz 4k 8gb Cuot.s S/ Int- Fuente 220,247639927,MLA352001,148886.0,43,new,148886.0,amazon,,,fire tv stick 4k
MLA1548431302,MLA,Amazon Fire Tv Stick Control Voz 2.ª Gen Full Hd 8gb Negro,96270679,MLA352001,77789.0,247,new,77789.0,amazon,,2.ª generación,fire tv stick lite edición 2022
MLA875087652,MLA,Amazon Fire Tv Stick 4k Uhd 8gb Negro Hdmi C/ Alexa,86898163,MLA352001,83099.0,362,new,83099.0,amazon,,2ª generación,fire tv stick 4k
MLA1122850702,MLA,Amazon Fire Tv Stick 4k Control Voz Smart Tv 8gb Netflix +,53971387,MLA352001,155249.0,20,new,155249.0,amazon,,3.ª generación,fire tv stick 4k
MLA1496857990,MLA,Amazon Fire Tv Stick Lite 2gen Full Hd 8gb Vemayme,1014965859,MLA352001,87230.61,11,new,87230.61,amazon,,2.ª generación,fire tv stick lite edición 2022
MLA1496806950,MLA,Amazon Fire Tv Stick Lite 2gen Full Hd 8gb Vemayme,1014965859,MLA352001,106273.91,11,new,106273.91,amazon,,2.ª generación,fire tv stick lite edición 2022
MLA1138064125,MLA,Amazon Fire Tv Stick De Voz 4k 8gb Latest Model Cargador 220,247639927,MLA352001,109997.0,103,new,109997.0,amazon,,,fire tv stick 4k
MLA1403370075,MLA,Dispositivo Streaming Amazon Stick 4k,208948246,MLA352001,167348.8,1,new,167348.8,amazon,negro,2ª generación,fire tv stick 4k
MLA1398366265,MLA,Conversor Smart Tv Amazon Lite 8gb Full Hd Control Por Voz,1574458474,MLA352001,73999.0,40,new,73999.0,amazon,,2.ª generación,fire tv stick lite
MLA1424116649,MLA,Amazon Fire Tv Stick 4k De Voz 3.ª Generación 4k 8gb Negro C,288537838,MLA352001,117030.0,2,new,117030.0,amazon,,3.ª generación,fire tv stick 4k
MLA1425716619,MLA,Fire Stick 4k,27013473,MLA352001,90000.0,1,new,90000.0,amazon,,2°,fire tv stick 4k
MLA1359485106,MLA,Amazon Fire Tv Stick Lite Hd 8gb Hdr Dolby 1080p Control Voz,37761986,MLA352001,96119.0,8,new,96119.0,amazon,,2.ª generación,fire tv stick lite
MLA1473269096,MLA,"Amazon Fire Tv Stick 4k Streaming, Con Alexa Voice Remote ",272386755,MLA352001,200940.48,10,new,200940.48,amazon,,2ª generación,fire tv stick 4k
MLA1424116545,MLA,Amazon Fire Tv Stick 4k De Voz 3.ª Generación 4k 8gb Negro C,288537838,MLA352001,89099.0,1,new,89099.0,amazon,,3.ª generación,fire tv stick 4k
MLA1114934662,MLA,Convertidor Smart Tv Amazon Lite Fire Full Hd Control De Voz,32331880,MLA352001,130047.11,25,new,130047.11,amazon,,2.ª generación,fire tv stick lite
MLA1114672681,MLA, Amazon Fire Tv Stick 4k Ultra Hd Hdr Con Alexa En Control ,69526727,MLA352001,83099.0,422,new,83099.0,amazon,,2ª generación,fire tv stick 4k
MLA1414835553,MLA,Amazon Fire Tv Stick 4k 3.ª Generación 4k 8gb Negro C,1695895229,MLA352001,100318.68,100,new,100318.68,amazon,,3.ª generación,fire tv stick 4k
MLA1114918626,MLA,Convertidor Smart Tv Amazon Lite Fire Fullhd Control Por Voz,32331880,MLA352001,224781.31,9,new,224781.31,amazon,,2.ª generación,fire tv stick lite-
MLA1403331045,MLA,4k Dispositivo Para Streaming De Video/audio Amazon Stick 4k,208948246,MLA352001,247047.3,1,new,247047.3,amazon,negro,2ª generación,fire tv stick 4k
MLA1394486515,MLA,Amazon Fire Tv Stick Lite De Voz 2.ª Generación Full Hd 8gb,774161793,MLA352001,197700.0,5,new,197700.0,amazon,,2.ª generación,fire tv stick lite
MLA1149652512,MLA,Amazon Fire Tv Stick 4k Con Alexa Netflix Youtube Disney,199785787,MLA352001,81000.0,100,new,81000.0,amazon,,2ª generación,fire tv stick 4k
MLA1394560239,MLA,Amazon Fire Tv Stick Lite Full Hd,216990839,MLA352001,197700.0,5,new,197700.0,amazon,,2.ª generación,fire tv stick lite
MLA1610703866,MLA,Nuevo Dispositivo De Transmision Amazon Fire Tv Stick 4k,161008662,MLA352001,189839.0,2,new,189839.0,amazon,,,m3n6ra
MLA1405300355,MLA,Amazon Fire Tv Stick 3r Hd Alexa Voice Remote Original Negro,1613381841,MLA352001,134999.0,2,new,134999.0,amazon,,3.ª generación,fire tv stick
MLA1514794020,MLA,Amazon Fire Tv Stick Lite Edición 2022 Full Hd 8gb Con Voz,153491318,MLA352001,66799.0,41,new,66799.0,amazon,,2.ª generación,fire tv stick lite edición 2022
MLA1405734833,MLA,Amazon Fire Tv Stick Lite 2022 Full Hd 8gb Con Voz Open Box,153491318,MLA352001,66399.0,2,new,66399.0,amazon,,2.ª generación,fire tv stick lite edición 2022
MLA1359335390,MLA,Amazon Fire Tv Stick 4k Max 3rd Gen Dolby Vision 8gb 2gb Ram,37761986,MLA352001,96799.0,5,new,96799.0,amazon,,3.ª generación,fire tv stick 4k max
MLA1473649132,MLA,"Amazon Fire Tv Stick 4k Streaming, Con Alexa Voice Remote ",272386755,MLA352001,200160.0,9,new,200160.0,amazon,,2ª generación,fire tv stick 4k
MLA1426892463,MLA,Adaptador Portátil  Amazon Fire Tv Stick 4k Con Alexa ,1288852167,MLA352001,88900.0,1,new,88900.0,amazon,,3.ª generación,fire tv stick
MLA1785160716,MLA,Amazon Fire Tv Stick ,1194756678,MLA352001,137555.0,1,new,137555.0,amazon,,2.ª generación,fire tv
MLA1766079028,MLA,Amazon Fire Stick ,58026624,MLA352001,45000.0,1,used,45000.0,amazon,,1.ª generación,fire tv stick 4k max
MLA1778285264,MLA,Stick Fire Tv Lite Streaming,58594497,MLA352001,60000.0,1,used,60000.0,amazon,,2.ª generación,fire tv stick amazon
MLA1778279612,MLA,Amazon Fire Tv Stick 3.ª Gen. 4k 8gb 2gb Ram,51788663,MLA352001,75000.0,1,used,75000.0,amazon,,3.ª generación,fire tv stick
MLA1426029835,MLA,Amazon Fire Tv Stick 4k Hdr Alexa 1.5gb Ram Impecable ,1615476363,MLA352001,70000.0,1,used,70000.0,amazon,,2ª generación,fire tv stick 4k
MLA1767892360,MLA,Fire Tv Stick Amazon ,118507134,MLA352001,25000.0,1,used,25000.0,amazon,,2.ª generación,fire tv
MLA1760032504,MLA,Amazon Fire Tv Stick 3ra Gen Full Hd Youtubenetflix Disney,185022156,MLA352001,70000.0,1,used,70000.0,amazon,,3.ª generación,fire stick
